user_id,purchase,pay_dt
05f97216,0.99,2022-10-28
05f97216,0.99,2022-10-27
0604124d,0.99,2022-10-15
0627f909,0.99,2022-10-14
0627f909,0.99,2022-10-14
0637fb2b,0.99,2022-10-23
064204d7,4.99,2022-10-03
064204d7,0.99,2022-10-02
06429bef,0.99,2022-10-05
06429bef,0.99,2022-10-05
06541365,0.99,2022-10-05
0682c916,2.99,2022-10-07
06b4d63c,0.99,2022-10-27
06c5005a,0.99,2022-10-14
06c5005a,4.99,2022-10-12
06c5005a,2.99,2022-10-13
06c8b37b,0.99,2022-10-06
06fab099,0.99,2022-10-27
06fab099,0.99,2022-10-27
06fab099,9.99,2022-10-27
070729f2,0.99,2022-10-22
070729f2,0.99,2022-10-22
0716a64c,0.99,2022-10-08
07212efe,0.99,2022-10-03
07212efe,0.99,2022-10-03
0722a9b8,0.99,2022-10-20
07328298,0.99,2022-10-24
07380973,0.99,2022-10-14
07380973,0.99,2022-10-14
07384e61,0.99,2022-10-18
07384e61,0.99,2022-10-10
07384e61,0.99,2022-10-09
07384e61,0.99,2022-10-12
073a23ef,0.99,2022-10-27
073a23ef,0.99,2022-10-22
07445e97,0.99,2022-10-31
07557321,0.99,2022-10-15
07557321,0.99,2022-10-15
075885b8,0.99,2022-10-28
075baec8,0.99,2022-10-21
075baec8,0.99,2022-10-21
0792f19e,0.99,2022-10-06
07ebf1c8,0.99,2022-10-11
07ebf1c8,0.99,2022-10-11
07f1d9bb,2.99,2022-10-23
07f59e1b,0.99,2022-10-01
07f59e1b,0.99,2022-10-01
07f59e1b,4.99,2022-10-01
07f68f17,9.99,2022-10-09
07f68f17,0.99,2022-10-09
07f96034,0.99,2022-10-14
07f96034,0.99,2022-10-14
07f96034,0.99,2022-10-14
0815d9a2,0.99,2022-10-10
0825823d,0.99,2022-10-29
0856f18e,0.99,2022-10-10
08636d13,0.99,2022-10-19
08636d13,0.99,2022-10-19
08660c09,0.99,2022-10-09
08660c09,0.99,2022-10-09
08860bcf,2.99,2022-10-01
08860bcf,4.99,2022-10-01
08860bcf,0.99,2022-10-01
08b472d1,2.99,2022-10-12
08b472d1,2.99,2022-10-10
08b472d1,0.99,2022-10-11
08be9285,0.99,2022-10-22
08c36a85,0.99,2022-10-20
08c36a85,0.99,2022-10-21
08cc0128,0.99,2022-10-31
08cc0128,0.99,2022-10-31
08f0f17e,0.99,2022-10-15
08f0f17e,0.99,2022-10-12
08f0f17e,0.99,2022-10-09
08f0f17e,0.99,2022-10-17
08f14a7e,0.99,2022-10-11
08f14a7e,0.99,2022-10-11
08f21a6a,0.99,2022-10-14
08f21a6a,0.99,2022-10-14
08f21a6a,0.99,2022-10-14
0997eaa2,0.99,2022-10-22
099e7349,0.99,2022-10-01
099e7349,0.99,2022-10-01
099e7349,0.99,2022-10-01
09a1d04d,0.99,2022-10-30
09a82b76,0.99,2022-10-17
09a82b76,0.99,2022-10-17
09b0134d,0.99,2022-10-03
09c80bcf,0.99,2022-10-29
09c80bcf,2.99,2022-10-28
09c80bcf,0.99,2022-10-21
09c89225,9.99,2022-10-14
09dfd031,0.99,2022-10-30
09dfd031,0.99,2022-10-30
0a18e6f1,0.99,2022-10-16
0a18e6f1,0.99,2022-10-16
0a18e6f1,2.99,2022-10-16
0a284338,0.99,2022-10-30
0a402a7a,0.99,2022-10-08
0a402a7a,0.99,2022-10-08
0a533951,0.99,2022-10-09
0a7fc4a3,0.99,2022-10-19
0a96afbd,0.99,2022-10-19
0a998a2d,0.99,2022-10-21
0ad35109,0.99,2022-10-10
0ad35109,0.99,2022-10-10
0ad35109,0.99,2022-10-11
0ad35109,0.99,2022-10-11
0b11d9fc,0.99,2022-10-18
0b1456c2,0.99,2022-10-13
0b335a4c,0.99,2022-10-18
0b335a4c,0.99,2022-10-20
0b335a4c,9.99,2022-10-19
0b41ff0b,0.99,2022-10-07
0b448393,0.99,2022-10-01
0b448393,0.99,2022-10-01
0b448393,0.99,2022-10-01
0b448393,0.99,2022-10-01
0b448393,2.99,2022-10-01
0b448393,0.99,2022-10-01
0b448393,0.99,2022-10-01
0b4ff633,0.99,2022-10-29
0b4ff633,2.99,2022-10-29
0b50977b,0.99,2022-10-08
0b50977b,0.99,2022-10-08
0b50977b,0.99,2022-10-08
0b626c8e,0.99,2022-10-08
0b626c8e,0.99,2022-10-08
0b626c8e,0.99,2022-10-08
0b626c8e,0.99,2022-10-08
0b679704,0.99,2022-10-30
0b755c73,0.99,2022-10-19
0b755c73,0.99,2022-10-19
0b7a09a9,0.99,2022-10-17
0b7a09a9,0.99,2022-10-17
0b8119dd,0.99,2022-10-11
0b951917,0.99,2022-10-18
0b951917,0.99,2022-10-18
0bbae5ac,0.99,2022-10-21
0bc03089,0.99,2022-10-14
0bca022c,0.99,2022-10-04
0bca022c,0.99,2022-10-04
0bd38f3e,0.99,2022-10-31
0bd38f3e,0.99,2022-10-26
0bd38f3e,0.99,2022-10-26
0be5f8fc,0.99,2022-10-02
0be5f8fc,2.99,2022-10-02
0c0ef9e1,2.99,2022-10-22
0c0fb2bd,0.99,2022-10-25
0c0fb2bd,0.99,2022-10-25
0c0fb2bd,4.99,2022-10-25
0c1e5013,0.99,2022-10-14
0c2375fd,0.99,2022-10-11
0c2dff87,0.99,2022-10-15
0c47cc6b,0.99,2022-10-17
0c47cc6b,0.99,2022-10-23
0c494bea,0.99,2022-10-09
0c494bea,0.99,2022-10-09
0c86dbb7,0.99,2022-10-23
0c922c1f,0.99,2022-10-19
0c922c1f,0.99,2022-10-19
0c9f06f2,4.99,2022-10-08
0c9f06f2,0.99,2022-10-08
0ce054f7,0.99,2022-10-24
0ce054f7,0.99,2022-10-24
0ce70f1e,0.99,2022-10-02
0cf796c7,9.99,2022-10-28
0d090825,0.99,2022-10-15
0d090825,0.99,2022-10-15
0d1e6315,0.99,2022-10-23
0d1e6315,2.99,2022-10-30
0d228299,0.99,2022-10-05
0d228299,0.99,2022-10-06
0d4e645f,0.99,2022-10-08
0d9700cc,0.99,2022-10-25
0dcf6f16,0.99,2022-10-17
0dd177b1,0.99,2022-10-24
0ddb4ba8,0.99,2022-10-18
0e016f3b,0.99,2022-10-29
0e016f3b,0.99,2022-10-30
0e0d3da3,0.99,2022-10-11
0e0d3da3,0.99,2022-10-11
0e20dca6,0.99,2022-10-19
0e23cb93,0.99,2022-10-02
0e3d3ce4,0.99,2022-10-29
0e58c1bd,0.99,2022-10-08
0e6e01e9,0.99,2022-10-17
0e859f4f,0.99,2022-10-09
0e891eb3,9.99,2022-10-24
0e891eb3,0.99,2022-10-24
0e891eb3,0.99,2022-10-24
0e891eb3,4.99,2022-10-24
0e891eb3,0.99,2022-10-24
0eb2da44,0.99,2022-10-23
0ec56c33,0.99,2022-10-29
0eedbea7,0.99,2022-10-30
0f13eb61,0.99,2022-10-08
0f1a698d,0.99,2022-10-12
0f1a698d,0.99,2022-10-11
0f1bb362,0.99,2022-10-29
0f1bb362,0.99,2022-10-29
0f44d5a4,2.99,2022-10-22
0f44d5a4,0.99,2022-10-22
0f4539f2,0.99,2022-10-13
0f56ba62,0.99,2022-10-09
0f58a92c,0.99,2022-10-15
0f58a92c,9.99,2022-10-15
0f59dd37,2.99,2022-10-31
0f609051,0.99,2022-10-20
0f609051,0.99,2022-10-20
0f7de4b8,0.99,2022-10-04
0f7de4b8,0.99,2022-10-04
0f7de4b8,0.99,2022-10-04
0f7de4b8,0.99,2022-10-04
0f83999b,0.99,2022-10-29
0fbe5007,2.99,2022-10-22
0fbe5007,0.99,2022-10-22
0feb9cc8,0.99,2022-10-10
0feb9cc8,2.99,2022-10-11
0ff0942f,0.99,2022-10-10
0ff2b4e7,0.99,2022-10-27
0ff2b4e7,0.99,2022-10-27
10041ac7,4.99,2022-10-10
10041ac7,0.99,2022-10-10
100d946c,0.99,2022-10-08
1015ef71,2.99,2022-10-07
102e0f3e,2.99,2022-10-30
102e0f3e,0.99,2022-10-30
102e0f3e,2.99,2022-10-30
104a8c90,0.99,2022-10-31
108989d5,0.99,2022-10-24
108989d5,0.99,2022-10-24
109baddc,0.99,2022-10-24
109baddc,0.99,2022-10-24
109baddc,2.99,2022-10-24
10a79f5c,0.99,2022-10-10
10aadcf3,4.99,2022-10-03
10aadcf3,0.99,2022-10-03
10b596ae,0.99,2022-10-24
10c0e297,4.99,2022-10-01
110361bc,0.99,2022-10-04
1116d3de,0.99,2022-10-29
1116d3de,0.99,2022-10-31
11243c65,0.99,2022-10-24
11322dee,2.99,2022-10-09
11322dee,0.99,2022-10-09
11322dee,0.99,2022-10-09
11322dee,2.99,2022-10-07
11322dee,0.99,2022-10-10
11322dee,0.99,2022-10-07
11322dee,0.99,2022-10-10
113b4131,0.99,2022-10-02
116701e0,0.99,2022-10-13
116701e0,2.99,2022-10-18
11678728,0.99,2022-10-05
11678728,0.99,2022-10-05
116dde0d,0.99,2022-10-21
116dde0d,0.99,2022-10-14
117e5df3,2.99,2022-10-18
11833fa9,0.99,2022-10-03
11833fa9,0.99,2022-10-03
1183a88b,0.99,2022-10-30
1183a88b,0.99,2022-10-30
1183a88b,0.99,2022-10-30
11b1d2f1,0.99,2022-10-16
11b1d2f1,0.99,2022-10-16
11c676da,0.99,2022-10-23
11f6158f,0.99,2022-10-28
11f6158f,0.99,2022-10-28
11feabf0,0.99,2022-10-06
11feabf0,2.99,2022-10-06
1206abce,0.99,2022-10-18
1206abce,0.99,2022-10-18
1217ed23,0.99,2022-10-31
1217ed23,0.99,2022-10-30
1243050b,0.99,2022-10-08
1243050b,0.99,2022-10-08
1243050b,0.99,2022-10-08
12451d1c,0.99,2022-10-01
12451d1c,0.99,2022-10-01
12451d1c,0.99,2022-10-01
124d061c,0.99,2022-10-16
124d061c,0.99,2022-10-16
1258ac63,0.99,2022-10-18
1258ac63,0.99,2022-10-18
126da9e2,2.99,2022-10-16
12803e7a,0.99,2022-10-09
12e2c2e6,0.99,2022-10-16
130f95b4,0.99,2022-10-20
133cde23,0.99,2022-10-31
13603a00,2.99,2022-10-13
13776d07,0.99,2022-10-04
13776d07,0.99,2022-10-04
13776d07,0.99,2022-10-04
13776d07,2.99,2022-10-04
137c53e5,0.99,2022-10-31
13d6d097,0.99,2022-10-09
1404b5dc,0.99,2022-10-29
1420b602,0.99,2022-10-16
1420b602,0.99,2022-10-15
1420b602,0.99,2022-10-16
1440c518,0.99,2022-10-20
144973b9,0.99,2022-10-31
1453ee16,0.99,2022-10-04
1453ee16,0.99,2022-10-04
1453ee16,0.99,2022-10-04
1453ee16,0.99,2022-10-04
149a62ed,2.99,2022-10-06
149a62ed,0.99,2022-10-06
149a62ed,2.99,2022-10-07
14b0275b,0.99,2022-10-23
14b0275b,0.99,2022-10-22
14b98e1e,0.99,2022-10-07
14b98e1e,0.99,2022-10-07
14cb6d04,0.99,2022-10-31
14d0cd91,0.99,2022-10-05
14d0cd91,0.99,2022-10-06
1513fbe8,0.99,2022-10-18
1513fbe8,0.99,2022-10-18
151a3da2,2.99,2022-10-15
151a3da2,0.99,2022-10-14
151a3da2,2.99,2022-10-14
151a3da2,0.99,2022-10-15
152e4551,0.99,2022-10-30
1548f547,0.99,2022-10-10
15581b64,0.99,2022-10-12
157a441f,0.99,2022-10-09
157a441f,0.99,2022-10-10
1589a25a,0.99,2022-10-27
1589db45,0.99,2022-10-03
1589db45,0.99,2022-10-02
158d86ae,0.99,2022-10-09
15ad1598,2.99,2022-10-16
15ad1598,2.99,2022-10-16
15ad1598,0.99,2022-10-16
15c75b78,0.99,2022-10-14
16078a27,0.99,2022-10-31
161433f8,0.99,2022-10-24
161433f8,0.99,2022-10-24
162c7845,2.99,2022-10-16
16334eca,0.99,2022-10-07
16334eca,0.99,2022-10-02
1663504f,2.99,2022-10-23
1667978d,0.99,2022-10-08
16765845,0.99,2022-10-05
168162eb,2.99,2022-10-19
168162eb,2.99,2022-10-19
168468a3,0.99,2022-10-21
16884cc6,0.99,2022-10-23
168b959e,0.99,2022-10-21
168d1169,0.99,2022-10-21
168d1169,0.99,2022-10-21
1691ba21,0.99,2022-10-23
169fce39,0.99,2022-10-11
169fce39,0.99,2022-10-15
169fce39,0.99,2022-10-15
169fce39,0.99,2022-10-12
169fce39,0.99,2022-10-17
16a4dce3,0.99,2022-10-13
17118c67,0.99,2022-10-07
17132d1b,0.99,2022-10-13
17132d1b,0.99,2022-10-13
1739a9d1,0.99,2022-10-11
173eb2a0,2.99,2022-10-31
1773a1b5,0.99,2022-10-15
1774052c,0.99,2022-10-09
1774052c,0.99,2022-10-09
177a2d46,0.99,2022-10-25
17aa969e,2.99,2022-10-16
17aa969e,0.99,2022-10-16
17b6a697,0.99,2022-10-03
17c9db2c,0.99,2022-10-15
17c9db2c,0.99,2022-10-11
17c9db2c,0.99,2022-10-12
17dbb303,0.99,2022-10-11
17dbb303,2.99,2022-10-11
180d2c5a,0.99,2022-10-27
181e552a,0.99,2022-10-20
1822f272,0.99,2022-10-26
184812a7,0.99,2022-10-16
184812a7,0.99,2022-10-16
184ede48,0.99,2022-10-02
184ede48,0.99,2022-10-02
184ede48,0.99,2022-10-02
185d897b,0.99,2022-10-27
185d897b,2.99,2022-10-27
1873e06f,2.99,2022-10-22
1873e06f,0.99,2022-10-22
1881143d,4.99,2022-10-09
1881143d,0.99,2022-10-09
1881143d,0.99,2022-10-09
18824edd,0.99,2022-10-23
18824edd,0.99,2022-10-23
188f076c,0.99,2022-10-15
189d443c,0.99,2022-10-01
189d443c,0.99,2022-10-01
18b41f38,0.99,2022-10-06
18b41f38,0.99,2022-10-06
18b41f38,0.99,2022-10-06
18b41f38,0.99,2022-10-06
18c15cc6,0.99,2022-10-17
18c15cc6,0.99,2022-10-17
18d521a4,2.99,2022-10-14
18d521a4,2.99,2022-10-14
18f57af7,2.99,2022-10-05
1901c56e,2.99,2022-10-23
192bd241,0.99,2022-10-15
192bd241,2.99,2022-10-15
192bd241,0.99,2022-10-15
192c972f,0.99,2022-10-14
192c972f,2.99,2022-10-15
19524b8b,2.99,2022-10-02
19524b8b,4.99,2022-10-02
195425df,2.99,2022-10-28
19587759,0.99,2022-10-28
19587759,0.99,2022-10-28
195d8e42,0.99,2022-10-08
195d8e42,0.99,2022-10-08
195d8e42,0.99,2022-10-08
195d8e42,0.99,2022-10-08
195d8e42,0.99,2022-10-08
195d8e42,0.99,2022-10-08
195d8e42,0.99,2022-10-08
195d8e42,0.99,2022-10-08
195d8e42,0.99,2022-10-08
19711571,2.99,2022-10-31
197c2341,0.99,2022-10-29
19b35d25,0.99,2022-10-20
19b35d25,0.99,2022-10-21
19c88889,0.99,2022-10-06
19c970ea,0.99,2022-10-13
19c970ea,2.99,2022-10-13
19c970ea,0.99,2022-10-13
19c970ea,0.99,2022-10-13
19d17762,0.99,2022-10-01
19d17762,0.99,2022-10-01
1a0695c4,0.99,2022-10-31
1a0695c4,2.99,2022-10-31
1a110839,0.99,2022-10-17
1a12f46c,2.99,2022-10-07
1a12f46c,9.99,2022-10-07
1a12f46c,0.99,2022-10-07
1a12f46c,2.99,2022-10-07
1a2ceba7,0.99,2022-10-26
1a58b7ad,0.99,2022-10-12
1a626bc9,0.99,2022-10-15
1a626bc9,0.99,2022-10-15
1a626bc9,0.99,2022-10-15
1a7ab85e,0.99,2022-10-22
1a7ab85e,0.99,2022-10-22
1a89bf8e,0.99,2022-10-31
1aa9ac0e,0.99,2022-10-26
1aad4e36,0.99,2022-10-03
1aad4e36,0.99,2022-10-03
1aad4e36,4.99,2022-10-03
1aad4e36,0.99,2022-10-03
1ab571c7,0.99,2022-10-28
1ab871aa,0.99,2022-10-24
1ace3848,2.99,2022-10-26
1ace3848,0.99,2022-10-26
1ad1a716,0.99,2022-10-03
1ad1a716,0.99,2022-10-03
1ad567ea,0.99,2022-10-25
1adae367,0.99,2022-10-23
1afa56ad,0.99,2022-10-05
1afa56ad,0.99,2022-10-04
1afdeb71,0.99,2022-10-12
1b025d38,0.99,2022-10-28
1b025d38,0.99,2022-10-28
1b025d38,0.99,2022-10-28
1b1acc7c,0.99,2022-10-26
1b286c5e,0.99,2022-10-05
1b2b5c6e,0.99,2022-10-29
1b2f6dff,0.99,2022-10-31
1b2f6dff,0.99,2022-10-31
1b2f6dff,4.99,2022-10-31
1b3bcdf2,0.99,2022-10-04
1b3bcdf2,2.99,2022-10-04
1b4ab060,0.99,2022-10-14
1b5e9558,0.99,2022-10-26
1b5e9558,4.99,2022-10-23
1b6cb3e4,2.99,2022-10-07
1b6cb3e4,0.99,2022-10-07
1b6cb3e4,0.99,2022-10-07
1b817d4d,0.99,2022-10-28
1ba106db,0.99,2022-10-15
1ba106db,2.99,2022-10-15
1ba106db,0.99,2022-10-15
1ba504a5,0.99,2022-10-07
1ba504a5,0.99,2022-10-07
1ba504a5,0.99,2022-10-07
1ba504a5,0.99,2022-10-07
1ba7c607,0.99,2022-10-15
1bb82ebe,0.99,2022-10-11
1bb82ebe,0.99,2022-10-11
1bcf0157,4.99,2022-10-12
1be3d1bc,0.99,2022-10-22
1be8f340,2.99,2022-10-20
1c2871d7,0.99,2022-10-14
1c60139b,0.99,2022-10-27
1c642e7e,0.99,2022-10-15
1c642e7e,0.99,2022-10-15
1c642e7e,0.99,2022-10-15
1c6c93f4,0.99,2022-10-27
1c95275d,0.99,2022-10-10
1c956e85,0.99,2022-10-09
1c956e85,0.99,2022-10-09
1c956e85,9.99,2022-10-08
1c956e85,0.99,2022-10-08
1c956e85,0.99,2022-10-07
1c99b504,0.99,2022-10-22
1c99b504,0.99,2022-10-25
1c9c5760,0.99,2022-10-15
1c9c5760,0.99,2022-10-15
1cc67b72,0.99,2022-10-18
1d0d82f8,0.99,2022-10-30
1d1918fb,2.99,2022-10-03
1d1918fb,2.99,2022-10-03
1d1918fb,0.99,2022-10-03
1d1918fb,0.99,2022-10-03
1d233a92,0.99,2022-10-10
1d233a92,0.99,2022-10-10
1d233a92,0.99,2022-10-10
1d25020f,0.99,2022-10-07
1d25020f,0.99,2022-10-06
1d2bd442,4.99,2022-10-10
1d2bd442,0.99,2022-10-10
1d3bb7cc,0.99,2022-10-08
1d46a8ac,0.99,2022-10-03
1d46a8ac,0.99,2022-10-03
1d46a8ac,0.99,2022-10-03
1d4b9497,0.99,2022-10-09
1d60c94e,0.99,2022-10-27
1d60c94e,0.99,2022-10-27
1d7efd32,0.99,2022-10-06
1d8d0676,0.99,2022-10-22
1d8d8a3b,0.99,2022-10-08
1d8d8a3b,0.99,2022-10-08
1dac598d,0.99,2022-10-03
1dae9592,2.99,2022-10-30
1daeddfe,0.99,2022-10-26
1db2c45b,0.99,2022-10-24
1db6b919,0.99,2022-10-29
1db6b919,0.99,2022-10-26
1dc0d35a,0.99,2022-10-07
1dc9713f,0.99,2022-10-15
1dc9713f,0.99,2022-10-15
1dc9713f,0.99,2022-10-15
1dca37be,0.99,2022-10-13
1dca37be,0.99,2022-10-17
1de0473f,4.99,2022-10-09
1de0473f,0.99,2022-10-09
1df3c09f,2.99,2022-10-20
1e30b81a,0.99,2022-10-11
1e30b81a,2.99,2022-10-11
1e334bb1,0.99,2022-10-24
1e334bb1,0.99,2022-10-24
1e338772,0.99,2022-10-08
1e338772,0.99,2022-10-08
1e561d2d,9.99,2022-10-09
1e5f1695,0.99,2022-10-10
1e5f66ac,0.99,2022-10-27
1e5f66ac,0.99,2022-10-27
1ec0894c,0.99,2022-10-09
1ec0894c,0.99,2022-10-20
1ec0894c,2.99,2022-10-07
1ec7c9b0,0.99,2022-10-11
1ed6b0db,0.99,2022-10-14
1ed6b0db,4.99,2022-10-14
1eda4420,0.99,2022-10-10
1eefb79a,0.99,2022-10-17
1eefb79a,0.99,2022-10-15
1eff0c44,0.99,2022-10-09
1eff74df,2.99,2022-10-15
1f00ef93,0.99,2022-10-24
1f0a15a8,0.99,2022-10-07
1f0e1ce3,2.99,2022-10-01
1f0e1ce3,0.99,2022-10-01
1f2567f4,0.99,2022-10-19
1f2567f4,0.99,2022-10-19
1f3fb449,0.99,2022-10-06
1f3fb449,0.99,2022-10-06
1f3fb449,0.99,2022-10-07
1f3fb449,0.99,2022-10-06
1f3fb449,0.99,2022-10-06
1f3fb449,0.99,2022-10-06
1f3fb449,0.99,2022-10-06
1f4dc076,0.99,2022-10-12
1f4dc076,0.99,2022-10-12
1f6eb0de,0.99,2022-10-17
1fabdc18,4.99,2022-10-11
1fb8ce43,0.99,2022-10-22
1fc23979,0.99,2022-10-03
1fc23979,0.99,2022-10-03
1fc33912,0.99,2022-10-08
1fc33912,2.99,2022-10-08
1fd547ed,0.99,2022-10-04
1fd547ed,0.99,2022-10-04
1fe17e8d,0.99,2022-10-02
1ff8d812,0.99,2022-10-08
1ff8d812,0.99,2022-10-10
1fff982e,0.99,2022-10-27
200bddc7,2.99,2022-10-02
200bddc7,0.99,2022-10-02
200bddc7,0.99,2022-10-02
2015fe1f,9.99,2022-10-03
201724b4,0.99,2022-10-06
201724b4,0.99,2022-10-06
2019fd03,0.99,2022-10-14
2019fd03,0.99,2022-10-14
201e413e,0.99,2022-10-28
201e413e,0.99,2022-10-28
201ee8d4,0.99,2022-10-03
201ee8d4,4.99,2022-10-03
202267d6,0.99,2022-10-02
20276488,0.99,2022-10-27
2034d2e6,0.99,2022-10-08
2034d2e6,0.99,2022-10-08
20501ea6,2.99,2022-10-23
20501ea6,0.99,2022-10-23
206aab4f,0.99,2022-10-21
207a4b71,0.99,2022-10-02
207a4b71,0.99,2022-10-02
207a4b71,2.99,2022-10-02
208f5338,0.99,2022-10-13
208f5338,4.99,2022-10-13
209cdd52,0.99,2022-10-25
20a0974c,2.99,2022-10-04
20ac7fd7,0.99,2022-10-03
20addff2,0.99,2022-10-28
20b5bd36,0.99,2022-10-12
20b5bd36,0.99,2022-10-12
20eceb6f,2.99,2022-10-23
2100a2c4,0.99,2022-10-11
2103204b,2.99,2022-10-20
211d4afa,0.99,2022-10-07
2133dde9,0.99,2022-10-11
2133dde9,0.99,2022-10-10
2169df7f,0.99,2022-10-04
2169df7f,0.99,2022-10-04
216de795,0.99,2022-10-24
21777700,0.99,2022-10-09
21777700,2.99,2022-10-09
21777700,0.99,2022-10-09
21777700,0.99,2022-10-09
21834137,0.99,2022-10-18
21e92cc3,0.99,2022-10-08
22187244,0.99,2022-10-18
2256e405,0.99,2022-10-30
225c1449,0.99,2022-10-19
227b2622,2.99,2022-10-02
227f8198,0.99,2022-10-24
227f8198,0.99,2022-10-23
2286d481,0.99,2022-10-03
2286d481,0.99,2022-10-03
2286d481,0.99,2022-10-03
2286d481,0.99,2022-10-03
2286d481,0.99,2022-10-03
22ad4d2e,0.99,2022-10-25
22d1ed4d,2.99,2022-10-04
22d1ed4d,0.99,2022-10-04
22d1ed4d,0.99,2022-10-04
22d2fe26,4.99,2022-10-02
22d2fe26,2.99,2022-10-02
22e04286,0.99,2022-10-20
22f20da7,0.99,2022-10-12
2307773e,0.99,2022-10-18
230c9117,0.99,2022-10-10
232a300f,0.99,2022-10-05
232a300f,4.99,2022-10-06
232aabe5,0.99,2022-10-06
232aabe5,0.99,2022-10-06
23496caa,0.99,2022-10-01
234ae361,0.99,2022-10-12
234ae361,0.99,2022-10-15
234ae361,0.99,2022-10-28
237062b8,0.99,2022-10-24
237062b8,0.99,2022-10-24
23a8d191,0.99,2022-10-16
23a8d191,2.99,2022-10-16
23a8d191,4.99,2022-10-16
