user_id,ab_group,pdate,session_number,start_ts,end_ts
Cmo4IGRQAkERpgAhBQ7OAg==,B,2023-05-01,1,2023-05-01T18:17:41.075722Z,2023-05-01T18:33:15.666938Z
Cmo4IGRQBJwPogAeBRapAg==,A,2023-05-01,1,2023-05-01T18:29:06.310447Z,2023-05-01T18:50:49.802642Z
Cmo4IGRQBrIRpgAhBShzAg==,B,2023-05-01,1,2023-05-01T18:36:38.149106Z,2023-05-01T19:06:19.433857Z
Cmo4IGRQBrIRpgAhBShzAg==,B,2023-05-01,2,2023-05-01T20:35:00.472024Z,2023-05-01T20:44:23.393547Z
Cmo4IGRQDHAR+gAfBUvrAg==,B,2023-05-01,1,2023-05-01T19:01:43.555743Z,2023-05-01T19:30:18.926694Z
Cmo4IGRQDUUPogAeBUkEAg==,B,2023-05-01,1,2023-05-01T19:12:05.479200Z,2023-05-01T19:20:34.158943Z
Cmo4IGRQDnMRpgAhBVK+Ag==,A,2023-05-01,1,2023-05-01T19:11:22.237068Z,2023-05-01T19:50:51.260931Z
Cmo4IGRQE58RpgAhBW43Ag==,B,2023-05-01,1,2023-05-01T19:35:46.516607Z,2023-05-01T19:43:45.988734Z
Cmo4IGRQEAARpgAhBVrbAg==,A,2023-05-01,1,2023-05-01T19:16:33.469944Z,2023-05-01T19:25:21.765711Z
Cmo4IGRQENgRpgAhBV9MAg==,A,2023-05-01,1,2023-05-01T19:21:33.751890Z,2023-05-01T19:29:14.104683Z
Cmo4IGRQEV0RpgAhBWIkAg==,B,2023-05-01,1,2023-05-01T19:24:52.914046Z,2023-05-01T20:37:25.036935Z
Cmo4IGRQGNsR+gAfBYy+Ag==,B,2023-05-01,1,2023-05-01T19:54:50.369869Z,2023-05-01T20:19:55.461109Z
Cmo4IGRQIpYO1AAgBa+SAg==,B,2023-05-01,1,2023-05-01T20:36:06.669982Z,2023-05-01T20:41:34.825039Z
Cmo4IGRQJL4R+gAfBbztAg==,B,2023-05-01,1,2023-05-01T20:45:36.832728Z,2023-05-01T20:52:02.730795Z
Cmo4IGRQJuQPogAeBbnUAg==,A,2023-05-01,1,2023-05-01T20:55:43.062902Z,2023-05-01T21:17:14.056306Z
Cmo4IGRQJvkPogAeBbojAg==,A,2023-05-01,1,2023-05-01T20:56:07.269173Z,2023-05-01T21:36:25.547848Z
Cmo4IGRQKM4PogAeBcGjAg==,A,2023-05-01,1,2023-05-01T21:03:39.450909Z,2023-05-01T21:11:46.052769Z
Cmo4IGRQP4YO1AAgBg76Ag==,B,2023-05-01,1,2023-05-01T22:41:29.962012Z,2023-05-01T23:22:37.677420Z
Cmo4IGRQQswR+gAfBhsGAg==,A,2023-05-01,1,2023-05-01T22:53:18.999021Z,2023-05-01T23:01:37.479290Z
Cmo4IGRQR8ARpgAhBh5nAg==,B,2023-05-01,1,2023-05-01T23:15:55.210321Z,2023-05-01T23:31:05.907636Z
Cmo4IGRQS/cRpgAhBiZsAg==,B,2023-05-01,1,2023-05-01T23:32:26.677151Z,2023-05-01T23:46:05.812973Z
Cmo4IGRQT+0R+gAfBjwyAg==,B,2023-05-01,1,2023-05-01T23:49:36.121451Z,2023-05-01T23:55:08.302472Z
Cmo4IGRQWAEPogAeBkQoAg==,A,2023-05-02,1,2023-05-02T00:24:37.218440Z,2023-05-02T01:11:13.429455Z
Cmo4IGRQZWURpgAhBmIhAg==,A,2023-05-02,1,2023-05-02T01:21:56.684896Z,2023-05-02T02:02:41.096432Z
Cmo4IGRQa2gRpgAhBnIIAg==,A,2023-05-02,1,2023-05-02T01:46:42.515199Z,2023-05-02T01:53:19.071522Z
Cmo4IGRQaWsR+gAfBnCBAg==,B,2023-05-02,1,2023-05-02T02:13:53.245600Z,2023-05-02T02:32:49.491321Z
Cmo4IGRQaZwR+gAfBnEFAg==,B,2023-05-02,1,2023-05-02T01:39:30.650487Z,2023-05-02T01:50:57.520612Z
Cmo4IGRQgtMO1AAgBrC1Ag==,A,2023-05-02,1,2023-05-02T03:29:00.348873Z,2023-05-02T04:09:38.522383Z
Cmo4IGRQhU8O1AAgBrztAg==,A,2023-05-02,1,2023-05-02T03:41:14.668480Z,2023-05-02T03:56:28.170058Z
Cmo4IGRQjPwR+gAfBvLuAg==,A,2023-05-02,1,2023-05-02T04:10:27.815060Z,2023-05-02T04:42:17.421554Z
Cmo4IGRQjPwR+gAfBvLuAg==,A,2023-05-02,2,2023-05-02T05:45:51.329643Z,2023-05-02T05:54:30.958956Z
Cmo4IGRQjmcPogAeBvCtAg==,A,2023-05-02,1,2023-05-02T04:17:15.998747Z,2023-05-02T04:26:22.669741Z
Cmo4IGRQm4IO1AAgBywOAg==,A,2023-05-02,1,2023-05-02T05:12:14.710933Z,2023-05-02T05:17:41.528156Z
Cmo4IGRQm5MRpgAhB0uyAg==,A,2023-05-02,1,2023-05-02T05:12:18.945271Z,2023-05-02T05:20:36.556607Z
Cmo4IGRQmgcO1AAgByKrAg==,A,2023-05-02,1,2023-05-02T05:05:42.074778Z,2023-05-02T05:10:52.967188Z
Cmo4IGRQmpsR+gAfBzrmAg==,B,2023-05-02,1,2023-05-02T05:08:22.895804Z,2023-05-02T05:40:27.278487Z
Cmo4IGRQn2sPogAeB0+aAg==,A,2023-05-02,1,2023-05-02T05:29:57.965800Z,2023-05-02T05:55:42.612777Z
Cmo4IGRQnSMR+gAfB0lkAg==,B,2023-05-02,1,2023-05-02T05:18:53.261915Z,2023-05-02T05:26:19.608358Z
Cmo4IGRQnfkR+gAfB04gAg==,B,2023-05-02,1,2023-05-02T05:23:01.279390Z,2023-05-02T05:36:27.109238Z
Cmo4IGRQoywRpgAhB3weAg==,B,2023-05-02,1,2023-05-02T05:45:40.467217Z,2023-05-02T05:58:08.551356Z
Cmo4IGRQpTgO1AAgB2nkAg==,B,2023-05-02,1,2023-05-02T05:53:14.888660Z,2023-05-02T06:01:09.749075Z
Cmo4IGRQploRpgAhB49bAg==,B,2023-05-02,1,2023-05-02T05:59:26.011305Z,2023-05-02T06:54:07.950352Z
Cmo4IGRQploRpgAhB49bAg==,B,2023-05-02,2,2023-05-02T08:56:36.571007Z,2023-05-02T11:02:29.354212Z
Cmo4IGRQqZkO1AAgB4TYAg==,B,2023-05-02,1,2023-05-02T06:14:36.016006Z,2023-05-02T06:22:26.529543Z
Cmo4IGRQqtoPogAeB5YxAg==,B,2023-05-02,1,2023-05-02T06:20:57.754723Z,2023-05-02T06:26:28.850645Z
Cmo4IGRQrcAPogAeB6spAg==,B,2023-05-02,1,2023-05-02T06:29:53.684428Z,2023-05-02T07:32:06.189529Z
Cmo4IGRQrcAPogAeB6spAg==,B,2023-05-02,2,2023-05-02T09:00:12.657875Z,2023-05-02T09:09:55.696371Z
Cmo4IGRQrcAPogAeB6spAg==,B,2023-05-03,3,2023-05-03T08:42:12.585043Z,2023-05-03T08:59:24.660810Z
Cmo4IGRQs1YRpgAhB+XJAg==,A,2023-05-02,1,2023-05-02T06:53:30.169173Z,2023-05-02T07:18:55.334005Z
Cmo4IGRQsOURpgAhB9TwAg==,B,2023-05-02,1,2023-05-02T06:43:20.439196Z,2023-05-02T06:57:33.187094Z
Cmo4IGRQt+AR+gAfB+9SAg==,B,2023-05-02,1,2023-05-02T07:14:42.847180Z,2023-05-02T07:23:28.103076Z
Cmo4IGRQtYQRpgAhB/TkAg==,B,2023-05-02,1,2023-05-02T07:03:20.247443Z,2023-05-02T07:11:26.138282Z
Cmo4IGRQu8cO1AAgCAC+Ag==,B,2023-05-02,1,2023-05-02T07:30:34.937780Z,2023-05-02T07:55:21.515018Z
Cmo4IGRQuBIR+gAfB/AgAg==,B,2023-05-02,1,2023-05-02T07:14:05.517582Z,2023-05-02T07:22:59.077954Z
Cmo4IGRQuDwPogAeB/QNAg==,B,2023-05-02,1,2023-05-02T07:14:34.675775Z,2023-05-02T07:43:39.234754Z
Cmo4IGRQuXwRpgAhCA30Ag==,A,2023-05-02,1,2023-05-02T07:20:04.937532Z,2023-05-02T08:06:08.019667Z
Cmo4IGRQueARpgAhCBECAg==,B,2023-05-02,1,2023-05-02T07:21:23.222082Z,2023-05-02T07:34:54.349953Z
Cmo4IGRQv6MR+gAfCCaVAg==,B,2023-05-02,1,2023-05-02T07:47:05.624382Z,2023-05-02T07:52:52.362483Z
Cmo4IGRQvKUR+gAfCBFZAg==,A,2023-05-02,1,2023-05-02T07:34:06.010573Z,2023-05-02T07:55:52.993297Z
Cmo4IGRQvcARpgAhCCjKAg==,A,2023-05-02,1,2023-05-02T07:39:22.944313Z,2023-05-02T08:04:52.277975Z
Cmo4IGRQvhwPogAeCBcUAg==,A,2023-05-02,1,2023-05-02T07:40:15.962916Z,2023-05-02T08:01:46.403716Z
Cmo4IGRQvlwR+gAfCB2yAg==,A,2023-05-02,1,2023-05-02T07:41:15.362828Z,2023-05-02T07:46:19.116987Z
Cmo4IGRQvnoO1AAgCBC2Ag==,A,2023-05-02,1,2023-05-02T07:41:01.240860Z,2023-05-02T07:47:47.159923Z
Cmo4IGRQvyEO1AAgCBUxAg==,B,2023-05-02,1,2023-05-02T08:16:26.895252Z,2023-05-02T08:35:38.981756Z
Cmo4IGRQwT0R+gAfCDKsAg==,A,2023-05-02,1,2023-05-02T07:53:53.402171Z,2023-05-02T08:16:30.124159Z
Cmo4IGRQwqIPogAeCDOXAg==,B,2023-05-02,1,2023-05-02T07:58:33.090179Z,2023-05-02T08:25:08.794220Z
Cmo4IGRQwvAO1AAgCCqzAg==,A,2023-05-02,1,2023-05-02T08:00:28.381674Z,2023-05-02T08:26:48.650312Z
Cmo4IGRQxBAR+gAfCEbaAg==,A,2023-05-02,1,2023-05-02T08:05:36.353141Z,2023-05-02T08:33:50.276703Z
Cmo4IGRQxEUPogAeCD7zAg==,A,2023-05-02,1,2023-05-02T08:05:29.325985Z,2023-05-02T08:14:14.456622Z
Cmo4IGRQxKsPogAeCED3Ag==,A,2023-05-02,1,2023-05-02T08:08:34.393448Z,2023-05-02T08:18:21.612816Z
Cmo4IGRQxbERpgAhCF2gAg==,A,2023-05-02,1,2023-05-02T08:47:37.160504Z,2023-05-02T09:07:57.201893Z
Cmo4IGRQxz4O1AAgCEl+Ag==,B,2023-05-02,1,2023-05-02T08:18:39.648266Z,2023-05-02T08:30:36.993595Z
Cmo4IGRQy3gRpgAhCIN5Ag==,B,2023-05-02,1,2023-05-02T08:36:30.292391Z,2023-05-02T08:51:41.036044Z
Cmo4IGRQyVMPogAeCF0jAg==,B,2023-05-02,1,2023-05-02T08:28:24.063381Z,2023-05-02T09:03:48.231921Z
Cmo4IGRQz1gO1AAgCH7SAg==,B,2023-05-02,1,2023-05-02T08:54:13.788286Z,2023-05-02T09:01:20.572961Z
Cmo4IGRQz9YR+gAfCJnuAg==,B,2023-05-02,1,2023-05-02T08:55:49.962067Z,2023-05-02T09:03:52.058293Z
