userId,date,deviceCategory,sourceMedium,experimentVariant,clickButtonOnMain,sessionDuration
33,2019-11-26,desktop,bernum.com / referral,1,1,"147,5864272"
34,2019-11-26,mobile,maz.com / referral,0,1,"121,9549899"
35,2019-11-26,mobile,bernum.com / referral,0,1,"122,869545"
36,2019-11-26,tablet,google / organic,0,1,"120,8045534"
37,2019-11-26,mobile,google / organic,0,1,"126,7041726"
38,2019-11-26,desktop,google / organic,0,1,"126,6281276"
39,2019-11-26,mobile,blog / table_post,1,1,"136,5993804"
40,2019-11-26,desktop,(direct) / (none),1,1,"126,947913"
41,2019-11-26,mobile,google / cpc,0,1,"128,5600201"
42,2019-11-26,mobile,maz.com / referral,0,1,"118,8654139"
43,2019-11-26,mobile,bernum.com / referral,0,1,"124,3916276"
44,2019-11-26,mobile,bernum.com / referral,0,1,"129,1967245"
45,2019-11-26,desktop,bernum.com / referral,0,1,"112,4849315"
46,2019-11-26,desktop,google / organic,0,1,"123,1350798"
47,2019-11-26,mobile,google / cpc,0,1,"112,4327461"
48,2019-11-26,desktop,(direct) / (none),1,1,"116,534551"
49,2019-11-26,mobile,google / organic,1,1,"135,0010527"
50,2019-11-26,mobile,bernum.com / referral,0,1,"119,0350812"
51,2019-11-26,desktop,vbtcafe.com / referral,0,1,"117,5016876"
52,2019-11-26,mobile,google / cpc,0,1,"125,9270507"
53,2019-11-26,desktop,sendgrid / letter,0,1,"120,1913477"
54,2019-11-26,desktop,(direct) / (none),1,1,"130,0136158"
55,2019-11-26,mobile,bernum.com / referral,0,1,"110,3345216"
56,2019-11-26,mobile,google / organic,0,1,"115,9371616"
57,2019-11-26,mobile,google / cpc,0,1,"105,8224853"
58,2019-11-26,desktop,bernum.com / referral,0,1,"123,565955"
59,2019-11-26,tablet,google / organic,1,1,"124,5936859"
60,2019-11-26,desktop,maz.com / referral,0,1,"114,9784153"
61,2019-11-26,mobile,bernum.com / referral,0,1,"120,0871102"
62,2019-11-26,mobile,google / cpc,0,1,"114,5307175"
63,2019-11-25,desktop,maz.com / referral,1,1,"128,1505881"
64,2019-11-25,desktop,(direct) / (none),0,1,"115,7265039"
65,2019-11-25,desktop,maz.com / referral,0,1,"116,1803093"
66,2019-11-25,mobile,bernum.com / referral,0,1,"120,6433394"
67,2019-11-25,mobile,google / cpc,1,1,"128,3117351"
68,2019-11-25,desktop,google / organic,1,1,"137,0112187"
69,2019-11-25,mobile,maz.com / referral,1,1,"152,9394934"
70,2019-11-25,desktop,usareversephone.com / referral,0,1,"131,2942704"
71,2019-11-25,mobile,google / organic,1,1,"130,8720875"
72,2019-11-25,desktop,(direct) / (none),0,1,"126,6005581"
73,2019-11-25,mobile,google / organic,1,1,"135,6087964"
74,2019-11-25,mobile,maz.com / referral,0,1,"116,2367133"
75,2019-11-25,desktop,(direct) / (none),0,1,"123,9533282"
76,2019-11-25,mobile,google / organic,0,1,"124,0884673"
77,2019-11-25,mobile,bernum.com / referral,0,1,"124,1117888"
78,2019-11-25,desktop,sendgrid / banner,1,1,"143,3643812"
79,2019-11-25,mobile,google / cpc,1,1,"129,6912529"
80,2019-11-25,mobile,maz.com / referral,1,1,"149,4497318"
81,2019-11-25,mobile,bernum.com / referral,0,1,"119,4615743"
82,2019-11-25,desktop,(direct) / (none),1,1,"117,0702584"
83,2019-11-25,tablet,google / organic,0,1,"120,3726393"
84,2019-11-25,mobile,google / organic,1,1,"135,7689352"
85,2019-11-25,mobile,google / organic,0,1,"127,5030472"
86,2019-11-25,mobile,google / organic,1,1,"134,4884873"
87,2019-11-25,desktop,(direct) / (none),0,1,"115,4312542"
88,2019-11-25,mobile,bernum.com / referral,0,1,"117,8321075"
89,2019-11-25,desktop,google / organic,1,1,"130,5830571"
90,2019-11-25,desktop,bing / organic,0,1,"124,5316477"
91,2019-11-25,mobile,sendgrid / letter,0,1,"126,1530323"
92,2019-11-25,mobile,google / organic,1,1,"132,95317"
93,2019-11-25,desktop,maz.com / referral,1,1,"143,2201103"
94,2019-11-25,tablet,google / organic,1,1,"131,9924054"
95,2019-11-25,mobile,google / organic,1,1,"128,26146"
96,2019-11-25,mobile,google / organic,0,1,"120,3832775"
97,2019-11-25,mobile,google / organic,0,1,"105,7049767"
98,2019-11-25,desktop,maz.com / referral,0,1,"124,1885122"
99,2019-11-25,tablet,maz.com / referral,0,1,"120,9917474"
100,2019-11-25,tablet,google / organic,1,1,"131,666125"
101,2019-11-25,desktop,bernum.com / referral,0,1,"120,6113145"
102,2019-11-25,tablet,google / organic,0,1,"118,7532659"
103,2019-11-25,desktop,sendgrid / letter,0,1,"130,1465329"
104,2019-11-25,mobile,google / organic,1,1,"125,7368552"
105,2019-11-25,tablet,google / organic,1,1,"121,7569134"
106,2019-11-25,mobile,google / organic,0,1,"118,3507718"
107,2019-11-25,mobile,bernum.com / referral,0,1,"115,2933287"
108,2019-11-25,desktop,maz.com / referral,0,1,"119,8561915"
109,2019-11-25,desktop,google / organic,1,1,"120,0306202"
110,2019-11-25,mobile,google / organic,0,1,"125,0532558"
111,2019-11-25,desktop,(direct) / (none),0,1,"119,2672698"
112,2019-11-25,desktop,maz.com / referral,0,1,"117,0186501"
113,2019-11-25,mobile,maz.com / referral,0,1,"115,0557547"
114,2019-11-25,desktop,sendgrid / letter,0,1,"124,5037699"
115,2019-11-25,desktop,(direct) / (none),0,1,"119,0630855"
116,2019-11-25,mobile,sendgrid / letter,0,1,"121,758665"
117,2019-11-25,tablet,google / organic,1,1,"137,5138135"
118,2019-11-25,mobile,(direct) / (none),0,1,"123,3459273"
119,2019-11-25,mobile,bernum.com / referral,0,1,"114,163705"
120,2019-11-25,desktop,google / organic,1,1,"143,8241027"
121,2019-11-25,mobile,bernum.com / referral,0,1,"125,2594501"
122,2019-11-24,mobile,bernum.com / referral,0,1,"118,7215306"
123,2019-11-24,mobile,bernum.com / referral,1,1,"136,7344202"
124,2019-11-24,desktop,maz.com / referral,0,1,"118,4989063"
125,2019-11-24,desktop,(direct) / (none),1,1,"124,3505957"
126,2019-11-24,mobile,maz.com / referral,1,1,"136,6815147"
127,2019-11-24,mobile,bernum.com / referral,0,1,"110,9333466"
128,2019-11-24,mobile,google / organic,1,1,"127,8752797"
129,2019-11-24,desktop,bernum.com / referral,1,1,"131,6958754"
130,2019-11-24,desktop,google / organic,0,1,"124,7363454"
131,2019-11-24,desktop,blog / table_post,0,1,"131,0482651"
132,2019-11-24,desktop,bing / cpc,1,1,"139,4716095"
133,2019-11-24,desktop,maz.com / referral,0,1,"115,8082487"
134,2019-11-24,mobile,bernum.com / referral,1,1,"140,822397"
135,2019-11-24,mobile,maz.com / referral,1,1,"131,7607337"
136,2019-11-24,mobile,google / cpc,1,1,"125,2644225"
137,2019-11-24,mobile,bernum.com / referral,0,1,"121,6923892"
138,2019-11-24,mobile,bernum.com / referral,0,1,"121,7546858"
139,2019-11-24,mobile,bernum.com / referral,0,1,"113,3136341"
140,2019-11-24,desktop,bernum.com / referral,0,1,"117,8950822"
141,2019-11-24,mobile,maz.com / referral,0,1,"117,3587758"
142,2019-11-24,mobile,google / organic,0,1,"119,6522764"
143,2019-11-24,mobile,(direct) / (none),1,1,"131,621821"
144,2019-11-24,mobile,maz.com / referral,0,1,"120,4780033"
145,2019-11-24,desktop,maz.com / referral,0,1,"115,1902553"
146,2019-11-24,mobile,bernum.com / referral,0,1,"119,9240731"
147,2019-11-24,mobile,maz.com / referral,0,1,"114,6070874"
148,2019-11-24,mobile,google / cpc,0,1,"119,4253373"
149,2019-11-24,desktop,maz.com / referral,0,1,"121,1750947"
150,2019-11-24,desktop,bernum.com / referral,0,1,"120,9631935"
151,2019-11-24,tablet,(direct) / (none),1,1,"132,9237188"
152,2019-11-24,mobile,(direct) / (none),0,1,"126,1293632"
153,2019-11-24,mobile,google / organic,0,1,"122,3322222"
154,2019-11-24,desktop,google / organic,0,1,"120,3821682"
155,2019-11-24,mobile,bernum.com / referral,0,1,"115,8386602"
156,2019-11-24,mobile,google / organic,1,1,"142,86171"
157,2019-11-24,mobile,google / organic,1,1,"133,9450005"
158,2019-11-24,mobile,google / organic,0,1,"123,3487936"
159,2019-11-24,desktop,bernum.com / referral,0,1,"126,0060689"
160,2019-11-24,desktop,bernum.com / referral,0,1,"122,2471536"
161,2019-11-24,desktop,maz.com / referral,0,1,"126,7951939"
162,2019-11-23,mobile,bernum.com / referral,0,1,"111,7495541"
163,2019-11-23,mobile,(direct) / (none),0,1,"118,963424"
164,2019-11-23,mobile,(direct) / (none),0,1,"124,0046968"
165,2019-11-23,mobile,google / cpc,1,1,"145,181743"
166,2019-11-23,mobile,bernum.com / referral,0,1,"119,0464254"
167,2019-11-23,mobile,bernum.com / referral,0,1,"117,3720958"
168,2019-11-23,desktop,bing / cpc,1,1,"143,3926193"
169,2019-11-23,desktop,bernum.com / referral,0,1,"127,0365196"
170,2019-11-23,mobile,maz.com / referral,0,1,"121,9435786"
171,2019-11-23,mobile,maz.com / referral,0,1,"121,1813618"
172,2019-11-23,desktop,bernum.com / referral,0,1,"118,6787236"
173,2019-11-23,mobile,google / cpc,1,1,"134,9262233"
174,2019-11-23,desktop,maz.com / referral,1,1,"142,84336"
175,2019-11-23,desktop,(direct) / (none),0,1,"116,3116779"
176,2019-11-23,mobile,google / cpc,0,1,"103,3692455"
177,2019-11-23,mobile,google / cpc,1,1,"124,5506128"
178,2019-11-23,mobile,maz.com / referral,1,1,"126,7010067"
179,2019-11-23,mobile,bernum.com / referral,0,1,"118,5388667"
180,2019-11-23,mobile,google / cpc,1,1,"128,625824"
181,2019-11-23,mobile,maz.com / referral,0,1,"115,3023025"
182,2019-11-23,mobile,bernum.com / referral,1,1,"143,7583696"
183,2019-11-23,mobile,google / organic,1,1,"142,50026"
184,2019-11-23,mobile,maz.com / referral,0,1,"125,0895184"
185,2019-11-23,desktop,google / organic,0,1,"119,9208037"
186,2019-11-23,mobile,google / organic,0,1,"116,4147376"
187,2019-11-23,desktop,google / organic,0,1,"128,8975741"
188,2019-11-23,mobile,bernum.com / referral,0,1,"122,8243778"
189,2019-11-23,mobile,(direct) / (none),1,1,"142,1249285"
190,2019-11-23,mobile,google / organic,1,1,"138,2781862"
191,2019-11-23,mobile,bernum.com / referral,0,1,"122,7857564"
192,2019-11-23,mobile,(direct) / (none),1,1,"134,9476735"
193,2019-11-23,mobile,google / organic,0,1,"125,3681471"
194,2019-11-23,mobile,google / organic,1,1,"134,0439415"
195,2019-11-23,mobile,(direct) / (none),0,1,"125,573546"
196,2019-11-23,mobile,(direct) / (none),0,1,"128,0680939"
197,2019-11-23,mobile,google / cpc,1,1,"138,0135219"
198,2019-11-23,mobile,google / organic,1,1,"140,1926964"
199,2019-11-23,mobile,bernum.com / referral,1,1,"135,2714953"
200,2019-11-22,mobile,google / organic,0,1,"113,0534311"
201,2019-11-22,mobile,maz.com / referral,0,1,"118,3490419"
202,2019-11-22,mobile,google / organic,0,1,"126,8861246"
203,2019-11-22,mobile,bernum.com / referral,0,1,"126,1658272"
204,2019-11-22,mobile,mail.google.com / referral,1,1,"125,9341567"
205,2019-11-22,desktop,bernum.com / referral,0,1,"124,6093778"
206,2019-11-22,mobile,bernum.com / referral,1,1,"136,4169888"
207,2019-11-22,mobile,bernum.com / referral,1,1,"131,5525674"
208,2019-11-22,desktop,google / organic,1,1,"147,6112257"
209,2019-11-22,mobile,(direct) / (none),1,1,"113,7010469"
210,2019-11-22,mobile,google / organic,0,1,"117,6336299"
211,2019-11-22,desktop,bernum.com / referral,0,1,"116,9700939"
212,2019-11-22,desktop,maz.com / referral,0,1,"120,6643273"
213,2019-11-22,mobile,google / organic,0,1,"121,7402916"
214,2019-11-22,desktop,google / organic,0,1,"117,7980241"
215,2019-11-22,desktop,bernum.com / referral,0,1,"117,363072"
216,2019-11-22,desktop,maz.com / referral,1,1,"117,3676797"
217,2019-11-22,mobile,bernum.com / referral,0,1,"125,9701627"
218,2019-11-22,mobile,maz.com / referral,1,1,"121,2124463"
219,2019-11-22,mobile,bernum.com / referral,0,1,"115,2954647"
220,2019-11-22,desktop,bernum.com / referral,0,1,"124,4592465"
221,2019-11-22,desktop,sendgrid / banner,1,1,"114,9860887"
222,2019-11-22,tablet,google / organic,0,1,"126,1690906"
223,2019-11-22,mobile,google / organic,1,1,"130,4057217"
224,2019-11-22,mobile,maz.com / referral,0,1,"115,1831281"
225,2019-11-22,tablet,maz.com / referral,0,1,"119,1214176"
226,2019-11-22,mobile,google / organic,0,1,"120,5694509"
227,2019-11-22,mobile,maz.com / referral,0,1,"117,3735911"
228,2019-11-22,mobile,(direct) / (none),0,1,"123,5225897"
229,2019-11-22,desktop,bernum.com / referral,0,1,"122,5869497"
230,2019-11-22,desktop,blog / onerepvsdeleteme_post,1,1,"140,7255247"
231,2019-11-22,mobile,bernum.com / referral,0,1,"124,4612047"
232,2019-11-22,mobile,google / organic,0,1,"117,9581118"
233,2019-11-22,desktop,maz.com / referral,1,1,"132,4339728"
234,2019-11-22,desktop,maz.com / referral,0,1,"125,550638"
235,2019-11-22,mobile,maz.com / referral,0,1,"123,7837622"
236,2019-11-22,mobile,google / organic,1,1,"124,545011"
237,2019-11-22,mobile,bernum.com / referral,0,1,"119,5628655"
238,2019-11-22,mobile,bernum.com / referral,1,1,"133,2356822"
239,2019-11-22,mobile,bernum.com / referral,1,1,"112,6383337"
240,2019-11-22,mobile,maz.com / referral,0,1,"122,1516194"
241,2019-11-22,desktop,google / organic,0,1,"125,1685446"
242,2019-11-22,mobile,bernum.com / referral,0,1,"118,299308"
243,2019-11-22,desktop,(direct) / (none),0,1,"120,1180478"
244,2019-11-22,desktop,bernum.com / referral,0,1,"125,2763938"
245,2019-11-22,mobile,(direct) / (none),0,1,"115,0008088"
246,2019-11-22,desktop,bing / organic,0,1,"125,0382411"
247,2019-11-22,mobile,google / organic,0,1,"121,6363729"
248,2019-11-22,mobile,google / organic,0,1,"117,6085407"
249,2019-11-21,mobile,bernum.com / referral,0,1,"123,9924006"
250,2019-11-21,desktop,maz.com / referral,1,1,"120,3440097"
251,2019-11-21,tablet,google / organic,0,1,"123,399299"
252,2019-11-21,desktop,optimize.google.com / referral,1,1,"140,4029835"
253,2019-11-21,desktop,bernum.com / referral,0,1,"116,6637432"
254,2019-11-21,mobile,google / organic,1,1,"127,4508181"
255,2019-11-21,mobile,m.facebook.com / referral,0,1,"114,9405606"
256,2019-11-21,desktop,(direct) / (none),0,1,"117,5558062"
257,2019-11-21,mobile,bernum.com / referral,0,1,"123,0148687"
258,2019-11-21,tablet,google / organic,0,1,"116,1841519"
259,2019-11-21,mobile,google / organic,1,1,"116,4743824"
260,2019-11-21,desktop,google / organic,1,1,"129,0339413"
261,2019-11-21,desktop,maz.com / referral,1,1,"125,2934374"
262,2019-11-21,desktop,maz.com / referral,1,1,"117,9645316"
263,2019-11-21,desktop,(direct) / (none),1,1,"131,6374474"
264,2019-11-21,desktop,(direct) / (none),1,1,"145,9777472"
265,2019-11-21,mobile,(direct) / (none),0,1,"116,817488"
266,2019-11-21,desktop,google / organic,1,1,"117,4202809"
267,2019-11-21,desktop,bernum.com / referral,0,1,"118,1073486"
268,2019-11-21,mobile,bernum.com / referral,0,1,"114,3986601"
269,2019-11-21,mobile,google / organic,0,1,"129,3887615"
270,2019-11-21,mobile,bernum.com / referral,1,1,"117,8789342"
271,2019-11-21,mobile,bernum.com / referral,0,1,"122,6014213"
272,2019-11-21,mobile,maz.com / referral,1,1,"138,4660961"
273,2019-11-21,mobile,google / organic,1,1,"129,3494754"
274,2019-11-21,desktop,bernum.com / referral,0,1,"105,6935081"
275,2019-11-21,desktop,(direct) / (none),1,1,"137,144587"
276,2019-11-21,mobile,maz.com / referral,0,1,"131,5852019"
277,2019-11-21,tablet,maz.com / referral,0,1,"127,6778865"
278,2019-11-21,desktop,(direct) / (none),1,1,"117,2340855"
279,2019-11-21,mobile,(direct) / (none),0,1,"131,2947533"
280,2019-11-21,mobile,maz.com / referral,1,1,"149,4160481"
281,2019-11-21,desktop,(direct) / (none),0,1,"121,0392302"
282,2019-11-21,desktop,google / organic,0,1,"118,2988461"
283,2019-11-21,mobile,google / organic,1,1,"152,7178875"
284,2019-11-21,desktop,google / organic,1,1,"134,781332"
285,2019-11-21,mobile,bernum.com / referral,1,1,"145,5480214"
286,2019-11-21,mobile,bernum.com / referral,1,1,"127,8380708"
287,2019-11-21,desktop,google / organic,1,1,"129,8581067"
288,2019-11-21,desktop,blog / onerepvsdeleteme_post,1,1,"130,1083016"
289,2019-11-21,desktop,maz.com / referral,0,1,"114,311508"
290,2019-11-21,mobile,google / organic,1,1,"134,0291686"
291,2019-11-21,mobile,google / organic,0,1,"125,803133"
292,2019-11-21,desktop,bing / cpc,1,1,"137,0823768"
293,2019-11-21,mobile,bernum.com / referral,1,1,"121,7220302"
294,2019-11-20,tablet,google / organic,0,1,"121,4704509"
295,2019-11-20,desktop,(direct) / (none),1,1,"135,6327591"
296,2019-11-20,mobile,maz.com / referral,0,1,"116,2753045"
297,2019-11-20,mobile,google / organic,0,1,"122,0830511"
298,2019-11-20,mobile,bernum.com / referral,1,1,"132,4378571"
299,2019-11-20,mobile,bernum.com / referral,1,1,"134,1400452"
300,2019-11-20,mobile,bernum.com / referral,0,1,"118,3819812"
301,2019-11-20,mobile,(direct) / (none),1,1,"132,8734771"
302,2019-11-20,mobile,maz.com / referral,0,1,"124,4762145"
303,2019-11-20,desktop,(direct) / (none),0,1,"118,5225767"
304,2019-11-20,mobile,bernum.com / referral,0,1,"123,0637583"
305,2019-11-20,mobile,(direct) / (none),0,1,"113,8888517"
306,2019-11-20,desktop,(direct) / (none),0,1,"124,9300919"
307,2019-11-20,desktop,maz.com / referral,1,1,"133,5940343"
308,2019-11-20,desktop,(direct) / (none),1,1,"139,4372933"
309,2019-11-20,tablet,maz.com / referral,1,1,"135,8933256"
310,2019-11-20,desktop,google / organic,1,1,"136,5867943"
311,2019-11-20,desktop,maz.com / referral,0,1,"119,224061"
312,2019-11-20,mobile,google / organic,0,1,"129,7449329"
313,2019-11-20,desktop,google / organic,1,1,"135,0054657"
314,2019-11-20,mobile,(direct) / (none),1,1,"123,2732109"
315,2019-11-20,desktop,maz.com / referral,0,1,"123,1610776"
316,2019-11-20,desktop,maz.com / referral,1,1,"149,1987581"
317,2019-11-20,mobile,bernum.com / referral,0,1,"126,1250145"
318,2019-11-20,mobile,quora.com / referral,1,1,"143,6902086"
319,2019-11-20,mobile,bernum.com / referral,0,1,"126,1817874"
320,2019-11-20,mobile,google / organic,1,1,"144,8867116"
321,2019-11-20,desktop,bernum.com / referral,0,1,"114,8336397"
322,2019-11-20,desktop,google / organic,1,1,"135,3419428"
323,2019-11-20,mobile,bernum.com / referral,1,1,"121,2286808"
324,2019-11-20,tablet,google / organic,1,1,"123,3307345"
325,2019-11-20,desktop,google / organic,1,1,"128,6315498"
326,2019-11-27,mobile,google / cpc,1,0,"135,4956977"
327,2019-11-27,mobile,google / cpc,0,0,"120,3525949"
328,2019-11-27,desktop,(direct) / (none),0,0,"120,8869655"
329,2019-11-27,desktop,maz.com / referral,1,0,"127,6542908"
330,2019-11-27,mobile,(direct) / (none),0,0,"121,8052859"
331,2019-11-27,mobile,maz.com / referral,0,0,"121,5939089"
332,2019-11-27,mobile,maz.com / referral,0,0,"119,4325247"
333,2019-11-27,mobile,google / cpc,0,0,"116,0111722"
334,2019-11-27,desktop,(direct) / (none),1,0,"134,3596246"
335,2019-11-27,desktop,(direct) / (none),1,0,"146,4359519"
336,2019-11-27,mobile,maz.com / referral,1,0,"124,6170886"
337,2019-11-27,mobile,maz.com / referral,1,0,"154,183825"
338,2019-11-27,desktop,google / organic,1,0,"116,4783866"
339,2019-11-27,mobile,maz.com / referral,1,0,"120,6714898"
340,2019-11-27,mobile,google / organic,1,0,"122,4020783"
341,2019-11-27,mobile,maz.com / referral,0,0,"116,9774469"
342,2019-11-27,desktop,google / organic,1,0,"137,6831043"
343,2019-11-27,mobile,maz.com / referral,1,0,"121,7202856"
344,2019-11-27,mobile,google / organic,0,0,"115,8915364"
345,2019-11-27,mobile,(direct) / (none),0,0,"129,2471354"
346,2019-11-27,desktop,maz.com / referral,1,0,"129,8137535"
347,2019-11-27,mobile,(direct) / (none),1,0,"143,1448145"
348,2019-11-27,desktop,google / organic,1,0,"145,982317"
349,2019-11-27,mobile,google / cpc,0,0,"114,2380259"
350,2019-11-27,desktop,maz.com / referral,0,0,"118,559826"
351,2019-11-27,desktop,(direct) / (none),0,0,"117,121918"
352,2019-11-27,mobile,google / cpc,1,0,"149,598577"
353,2019-11-27,mobile,maz.com / referral,0,0,"123,8364745"
354,2019-11-27,mobile,google / cpc,1,0,"131,4707942"
355,2019-11-27,mobile,google / cpc,1,0,"136,209569"
356,2019-11-27,desktop,maz.com / referral,0,0,"118,5295511"
357,2019-11-27,desktop,sendgrid / letter,0,0,"118,3704523"
358,2019-11-27,mobile,google / cpc,1,0,"118,2853399"
359,2019-11-27,desktop,(direct) / (none),0,0,"116,9128183"
360,2019-11-27,mobile,google / cpc,0,0,"117,7293187"
361,2019-11-27,mobile,maz.com / referral,1,0,"128,1389568"
362,2019-11-27,desktop,google / organic,0,0,"113,0720092"
363,2019-11-27,desktop,(direct) / (none),0,0,"117,3362773"
364,2019-11-27,mobile,maz.com / referral,1,0,"133,2126674"
365,2019-11-27,mobile,maz.com / referral,0,0,"124,1819055"
366,2019-11-27,mobile,maz.com / referral,1,0,"126,6463957"
367,2019-11-27,mobile,google / cpc,0,0,"117,7538839"
368,2019-11-27,desktop,google / organic,1,0,"141,6385795"
369,2019-11-27,mobile,google / cpc,0,0,"118,699499"
370,2019-11-27,mobile,maz.com / referral,0,0,"118,6418392"
371,2019-11-27,mobile,(direct) / (none),0,0,"120,0991817"
372,2019-11-27,desktop,google / organic,1,0,"132,1341499"
373,2019-11-27,mobile,google / cpc,0,0,"121,4130178"
374,2019-11-27,desktop,google / organic,0,0,"119,0878407"
375,2019-11-27,desktop,maz.com / referral,1,0,"121,7080532"
376,2019-11-27,mobile,google / cpc,0,0,"116,070458"
377,2019-11-27,mobile,google / organic,0,0,"122,7843685"
378,2019-11-27,mobile,maz.com / referral,1,0,"135,4511322"
379,2019-11-27,desktop,(direct) / (none),0,0,"107,092909"
380,2019-11-27,mobile,maz.com / referral,1,0,"136,1752379"
381,2019-11-27,desktop,google / organic,1,0,"130,2880336"
382,2019-11-27,mobile,bernum.com / referral,1,0,"139,0407495"
383,2019-11-27,mobile,google / organic,1,0,"126,6742126"
384,2019-11-27,desktop,google / organic,0,0,"124,16925"
385,2019-11-27,mobile,google / cpc,1,0,"125,5734438"
386,2019-11-27,mobile,maz.com / referral,0,0,"122,9702636"
387,2019-11-27,mobile,maz.com / referral,0,0,"120,9932149"
388,2019-11-27,desktop,(direct) / (none),0,0,"110,5627223"
389,2019-11-27,desktop,bernum.com / referral,1,0,"143,6480223"
390,2019-11-27,mobile,google / organic,0,0,"120,2351932"
391,2019-11-27,mobile,maz.com / referral,1,0,"111,0913469"
392,2019-11-27,desktop,(direct) / (none),1,0,"125,8821859"
393,2019-11-27,desktop,(direct) / (none),0,0,"118,92519"
394,2019-11-27,mobile,maz.com / referral,1,0,"128,2032315"
395,2019-11-27,mobile,maz.com / referral,1,0,"135,5218245"
396,2019-11-27,mobile,google / cpc,0,0,"132,9469353"
397,2019-11-27,mobile,bernum.com / referral,0,0,"116,9803494"
398,2019-11-27,mobile,maz.com / referral,1,0,"133,1896174"
399,2019-11-27,desktop,sendgrid / banner,1,0,"135,1237045"
400,2019-11-27,mobile,google / organic,1,0,"133,1551148"
401,2019-11-27,mobile,google / organic,1,0,"146,6259242"
402,2019-11-27,mobile,bernum.com / referral,1,0,"124,4375359"
403,2019-11-27,desktop,(direct) / (none),1,0,"130,2071205"
404,2019-11-27,mobile,bernum.com / referral,1,0,"135,7323905"
405,2019-11-27,mobile,maz.com / referral,0,0,"116,3089358"
406,2019-11-27,desktop,(direct) / (none),0,0,"120,3462854"
407,2019-11-27,mobile,maz.com / referral,0,0,"114,2153208"
408,2019-11-27,desktop,maz.com / referral,0,0,"124,7985799"
409,2019-11-27,desktop,(direct) / (none),0,0,"113,13062"
410,2019-11-27,mobile,google / cpc,1,0,"143,3518052"
411,2019-11-27,mobile,maz.com / referral,1,0,"147,7396261"
412,2019-11-27,mobile,maz.com / referral,0,0,"113,072283"
413,2019-11-27,desktop,maz.com / referral,0,0,"125,2987607"
414,2019-11-27,mobile,maz.com / referral,0,0,"125,4536832"
415,2019-11-27,tablet,youtube / whitepages_video,0,0,"121,1663029"
416,2019-11-27,desktop,maz.com / referral,0,0,"126,8400445"
417,2019-11-27,mobile,google / organic,0,0,"115,346039"
418,2019-11-27,desktop,maz.com / referral,0,0,"117,3495707"
419,2019-11-27,desktop,google / organic,0,0,"115,3463251"
420,2019-11-27,mobile,maz.com / referral,0,0,"133,2458682"
421,2019-11-27,desktop,digitalconnectmag.com / referral,0,0,"116,435904"
422,2019-11-27,desktop,google / organic,0,0,"106,1272184"
423,2019-11-27,desktop,(direct) / (none),1,0,"133,3292735"
424,2019-11-27,mobile,maz.com / referral,1,0,"127,0754893"
425,2019-11-27,mobile,google / cpc,1,0,"141,5165759"
426,2019-11-27,mobile,maz.com / referral,0,0,"121,5851229"
427,2019-11-27,mobile,google / cpc,1,0,"129,862286"
428,2019-11-27,desktop,deref-mail.com / referral,1,0,"128,6844735"
429,2019-11-27,mobile,bernum.com / referral,0,0,"126,8924649"
430,2019-11-27,desktop,bernum.com / referral,1,0,"145,1495533"
431,2019-11-27,mobile,(direct) / (none),0,0,"124,1102956"
